municipio_distrito;fecha_informe;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
Chinchón                                    ;04/05/2020 7:00;;18,76;25;468,96;528
Cadalso de los Vidrios                      ;04/05/2020 7:00;;32,91;8;263,24;318
Hoyo de Manzanares                          ;04/05/2020 7:00;8;94,85;33;391,27;724
Torrejón de la Calzada                      ;04/05/2020 7:00;;11,27;37;417,04;1492
Estremera                                   ;04/05/2020 7:00;;79,37;9;714,29;552
Corpa                                       ;04/05/2020 7:00;;0;6;841,51;480
Meco                                        ;04/05/2020 7:00;;6,99;126;880,81;838
Madarcos                                    ;04/05/2020 7:00;;0;;0;783
Zarzalejo                                   ;04/05/2020 7:00;;60,31;22;1326,9;1837
Arganda del Rey                             ;04/05/2020 7:00;19;34,3;330;595,79;148
Collado Mediano                             ;04/05/2020 7:00;;43,12;31;445,53;468
Daganzo de Arriba                           ;04/05/2020 7:00;;0;39;382,17;534
Manzanares El Real                          ;04/05/2020 7:00;;33,94;37;418,55;822
Buitrago del Lozoya                         ;04/05/2020 7:00;;53,08;15;796,18;278
Valdelaguna                                 ;04/05/2020 7:00;;0;;106,72;1570
Valdepiélagos                               ;04/05/2020 7:00;;0;;0;1631
Casarrubuelos                               ;04/05/2020 7:00;;0;10;264,69;360
Miraflores de la Sierra                     ;04/05/2020 7:00;;65,49;35;573,02;856
Paracuellos de Jarama                       ;04/05/2020 7:00;;11,87;69;273,06;1049
El Vellón                                   ;04/05/2020 7:00;;51,07;13;663,94;1684
Lozoya                                      ;04/05/2020 7:00;;0;;172,12;761
Collado Villalba                            ;04/05/2020 7:00;65;102,07;464;728,65;474
Colmenarejo                                 ;04/05/2020 7:00;7;76,67;42;460,02;442
Villavieja del Lozoya                       ;04/05/2020 7:00;;0;;0;1821
Prádena del Rincón                          ;04/05/2020 7:00;;0;;0;1179
La Cabrera                                  ;04/05/2020 7:00;;0;11;412,45;301
Sevilla la Nueva                            ;04/05/2020 7:00;42;450,74;123;1320,03;1415
La Acebeda                                  ;04/05/2020 7:00;;0;;0;14
Redueña                                     ;04/05/2020 7:00;;0;;769,23;1219
Robledillo de la Jara                       ;04/05/2020 7:00;;0;;1250;1245
La Serna del Monte                          ;04/05/2020 7:00;;0;;0;1381
Colmenar de Oreja                           ;04/05/2020 7:00;;37,35;25;311,25;437
Rozas de Puerto Real                        ;04/05/2020 7:00;;0;;566,04;1283
Brunete                                     ;04/05/2020 7:00;10;93,14;73;679,96;262
Titulcia                                    ;04/05/2020 7:00;;0;8;609,29;1473
Villa del Prado                             ;04/05/2020 7:00;8;122,7;114;1748,47;1718
Lozoyuela-Navas-Sieteiglesias               ;04/05/2020 7:00;;0;;230,95;9015
Quijorna                                    ;04/05/2020 7:00;;29,08;22;639,72;1198
Valdemoro                                   ;04/05/2020 7:00;32;42,11;743;977,85;1610
Tres Cantos                                 ;04/05/2020 7:00;26;54,48;338;708,27;9036
Torrelaguna                                 ;04/05/2020 7:00;;63,03;18;378,15;1512
Rivas-Vaciamadrid                           ;04/05/2020 7:00;23;26,09;532;603,52;1230
El Atazar                                   ;04/05/2020 7:00;;0;;0;164
Pedrezuela                                  ;04/05/2020 7:00;;50,92;25;424,3;1087
Santa María de la Alameda                   ;04/05/2020 7:00;;398,72;6;478,47;1356
Horcajuelo de la Sierra                     ;04/05/2020 7:00;;0;;0;719
Arroyomolinos                               ;04/05/2020 7:00;8;25,48;158;503,25;151
Moralzarzal                                 ;04/05/2020 7:00;;23,03;68;522,03;908
Canencia                                    ;04/05/2020 7:00;;223,71;;447,43;344
Villarejo de Salvanés                       ;04/05/2020 7:00;;13,63;34;463,53;1809
Serranillos del Valle                       ;04/05/2020 7:00;;120,05;31;744,3;1408
Villaviciosa de Odón                        ;04/05/2020 7:00;14;50,3;190;682,59;1816
Camarma de Esteruelas                       ;04/05/2020 7:00;;27,26;42;572,52;323
Robledo de Chavela                          ;04/05/2020 7:00;;23,42;22;515,22;1258
Patones                                     ;04/05/2020 7:00;;184,84;6;1109,06;1071
Navalagamella                               ;04/05/2020 7:00;;0;6;229,89;954
El Boalo                                    ;04/05/2020 7:00;6;79,91;39;519,45;231
Majadahonda                                 ;04/05/2020 7:00;58;80,75;528;735,11;800
Batres                                      ;04/05/2020 7:00;;0;8;475,06;170
Alcobendas                                  ;04/05/2020 7:00;57;48,7;707;604,07;66
Alcalá de Henares                           ;04/05/2020 7:00;66;33,73;2289;1169,95;53
Colmenar Viejo                              ;04/05/2020 7:00;33;65,02;362;713,27;455
San Fernando de Henares                     ;04/05/2020 7:00;18;45,65;405;1027,08;1300
Villalbilla                                 ;04/05/2020 7:00;;0;88;634,1;1723
El Escorial                                 ;04/05/2020 7:00;17;105,19;97;600,17;549
Colmenar del Arroyo                         ;04/05/2020 7:00;42;2434,78;48;2782,61;421
Torrejón de Ardoz                           ;04/05/2020 7:00;40;30,45;942;717,03;1489
Piñuécar-Gandullas                          ;04/05/2020 7:00;;0;;0;1147
Brea de Tajo                                ;04/05/2020 7:00;;0;;954,2;259
El Molar                                    ;04/05/2020 7:00;;33,56;35;391,59;869
Belmonte de Tajo                            ;04/05/2020 7:00;;60,1;;300,48;199
Torres de la Alameda                        ;04/05/2020 7:00;;38,57;75;964,13;1548
Somosierra                                  ;04/05/2020 7:00;;0;;1162,79;1436
Alpedrete                                   ;04/05/2020 7:00;36;247;138;946,83;105
Orusco de Tajuña                            ;04/05/2020 7:00;;0;17;1366,56;1028
La Hiruela                                  ;04/05/2020 7:00;;0;;1754,39;698
Cervera de Buitrago                         ;04/05/2020 7:00;;0;;2000;395
Getafe                                      ;04/05/2020 7:00;86;46,9;1216;663,13;650
Ribatejada                                  ;04/05/2020 7:00;;127,71;;255,43;1224
Villaconejos                                ;04/05/2020 7:00;;0;8;236,13;1701
Valdetorres de Jarama                       ;04/05/2020 7:00;;0;16;355,79;1646
Madrid-Retiro                               ;03/05/2020 7:00;100;83,81;1261;1056,85;79603
Robregordo                                  ;03/05/2020 7:00;;0;;0;1261
Madrid-Salamanca                            ;03/05/2020 7:00;99;67,76;1607;1099,9;79604
Madrid-Centro                               ;03/05/2020 7:00;100;74,16;1156;857,26;79601
Madrid-Arganzuela                           ;03/05/2020 7:00;129;83,87;1544;1003,88;79602
Madrid-Chamartín                            ;03/05/2020 7:00;125;85,71;1558;1068,23;79605
Madrid-Tetuán                               ;03/05/2020 7:00;134;84,8;2100;1328,92;79606
Madrid-Chamberí                             ;03/05/2020 7:00;146;104,75;1493;1071,18;79607
El Álamo                                    ;03/05/2020 7:00;11;116,16;71;749,74;40
Madrid-Fuencarral-El Pardo                  ;03/05/2020 7:00;167;67,9;2907;1182;79608
Madrid-Moncloa-Aravaca                      ;03/05/2020 7:00;109;91,28;1275;1067,67;79609
Madrid-Latina                               ;03/05/2020 7:00;210;88,15;2450;1028,47;79610
Madrid-Carabanchel                          ;03/05/2020 7:00;204;80,6;2457;970,77;79611
Madrid-Usera                                ;03/05/2020 7:00;98;70,13;1296;927,43;79612
Madrid-Puente de Vallecas                   ;03/05/2020 7:00;180;76,64;2857;1216,48;79613
Madrid-San Blas - Canillejas                ;03/05/2020 7:00;93;58,81;1498;947,25;79620
Madrid-Barajas                              ;03/05/2020 7:00;19;38,82;427;872,41;79621
Villamanta                                  ;23/04/2020 7:00;;156,56;11;430,53;1744
Cabanillas de la Sierra                     ;23/04/2020 7:00;;0;9;1190,48;297
Cenicientos                                 ;23/04/2020 7:00;;196,75;19;934,58;376
Puentes Viejas                              ;23/04/2020 7:00;;147,28;;294,55;9020
Aranjuez                                    ;23/04/2020 7:00;59;98,98;410;687,84;133
Cercedilla                                  ;23/04/2020 7:00;19;270,42;92;1309,42;382
Santorcaz                                   ;23/04/2020 7:00;;0;7;790,07;1369
Coslada                                     ;23/04/2020 7:00;129;157,97;759;929,45;493
Redueña                                     ;20/04/2020 7:00;;0;;384,62;1219
Robledillo de la Jara                       ;20/04/2020 7:00;;1250;;1250;1245
La Serna del Monte                          ;20/04/2020 7:00;;0;;0;1381
Colmenar de Oreja                           ;20/04/2020 7:00;6;74,7;23;286,35;437
Villanueva de Perales                       ;27/04/2020 7:00;;0;;319,9;1782
Tielmes                                     ;27/04/2020 7:00;;150,94;32;1207,55;1467
La Acebeda                                  ;27/04/2020 7:00;;0;;0;14
Torrejón de Velasco                         ;02/05/2020 7:00;;45,64;19;433,59;1505
Villanueva de Perales                       ;02/05/2020 7:00;;0;;319,9;1782
Tielmes                                     ;02/05/2020 7:00;;75,47;32;1207,55;1467
San Sebastián de los Reyes                  ;02/05/2020 7:00;34;38,08;465;520,86;1343
Guadalix de la Sierra                       ;02/05/2020 7:00;;16,09;34;547,15;679
Humanes de Madrid                           ;02/05/2020 7:00;11;55,72;105;531,83;730
Chinchón                                    ;02/05/2020 7:00;;37,52;25;468,96;528
Cadalso de los Vidrios                      ;02/05/2020 7:00;;32,91;8;263,24;318
Hoyo de Manzanares                          ;02/05/2020 7:00;8;94,85;33;391,27;724
Pelayos de la Presa                         ;03/05/2020 7:00;;0;16;616,33;1090
Galapagar                                   ;03/05/2020 7:00;46;136,33;240;711,28;611
Griñón                                      ;03/05/2020 7:00;;19,38;89;862,49;663
Gargantilla del Lozoya y Pinilla de Buitrago;03/05/2020 7:00;;0;;949,37;632
Aldea del Fresno                            ;03/05/2020 7:00;;70,47;53;1867,51;88
Carabaña                                    ;03/05/2020 7:00;;49,75;13;646,77;357
Talamanca de Jarama                         ;03/05/2020 7:00;;51,85;27;700,03;1454
Chapinería                                  ;03/05/2020 7:00;;0;6;257,73;513
Ciempozuelos                                ;03/05/2020 7:00;17;69,13;209;849,87;409
Ajalvir                                     ;03/05/2020 7:00;;42,44;14;297,11;29
San Lorenzo de El Escorial                  ;03/05/2020 7:00;15;81,66;126;685,94;1317
Gascones                                    ;03/05/2020 7:00;;0;;0;647
San Martín de la Vega                       ;03/05/2020 7:00;8;41,73;84;438,18;1322
Móstoles                                    ;03/05/2020 7:00;141;67,4;1897;906,86;920
Leganés                                     ;03/05/2020 7:00;143;75,32;2923;1539,55;745
Braojos                                     ;03/05/2020 7:00;;0;;975,61;246
Cubas de la Sagra                           ;03/05/2020 7:00;;46,78;24;374,24;506
Algete                                      ;03/05/2020 7:00;;24,26;101;490,03;91
Mejorada del Campo                          ;03/05/2020 7:00;7;30,08;174;747,62;843
Loeches                                     ;03/05/2020 7:00;;0;48;546,01;758
Parla                                       ;03/05/2020 7:00;47;36,12;717;551,01;1065
Fuentidueña de Tajo                         ;03/05/2020 7:00;;48,71;17;828,06;604
Ambite                                      ;03/05/2020 7:00;;0;7;1182,43;112
Torremocha de Jarama                        ;03/05/2020 7:00;;0;8;785,08;1533
Anchuelo                                    ;03/05/2020 7:00;;0;7;550,75;127
Los Molinos                                 ;03/05/2020 7:00;8;182,27;50;1139,21;875
Soto del Real                               ;03/05/2020 7:00;;56,82;62;704,63;1441
Valverde de Alcalá                          ;03/05/2020 7:00;;215,05;8;1720,43;1662
Fuente el Saz de Jarama                     ;03/05/2020 7:00;;29,87;32;477,9;590
Horcajo de la Sierra-Aoslos                 ;03/05/2020 7:00;;0;;2758,62;702
Valdeolmos-Alalpardo                        ;03/05/2020 7:00;;24,18;11;265,96;1625
Campo Real                                  ;03/05/2020 7:00;;16,1;24;386,47;339
Valdeavero                                  ;03/05/2020 7:00;;0;8;514,8;1564
Villamanrique de Tajo                       ;03/05/2020 7:00;;142,25;;568,99;1739
Cobeña                                      ;03/05/2020 7:00;;26,93;65;875,07;416
Fresnedillas de la Oliva                    ;03/05/2020 7:00;;63,61;9;572,52;565
Valdilecha                                  ;03/05/2020 7:00;;34,09;17;579,61;1659
El Berrueco                                 ;03/05/2020 7:00;;0;8;1052,63;210
Pezuela de las Torres                       ;03/05/2020 7:00;;0;;237,53;1111
Villar del Olmo                             ;03/05/2020 7:00;;0;;198,91;1795
Guadarrama                                  ;03/05/2020 7:00;37;230,79;179;1116,52;685
San Martín de Valdeiglesias                 ;03/05/2020 7:00;7;82,75;83;981,2;1338
Torrelodones                                ;03/05/2020 7:00;82;345,74;246;1037,23;1527
Boadilla del Monte                          ;03/05/2020 7:00;33;60,47;293;536,93;225
Torrejón de Velasco                         ;03/05/2020 7:00;;45,64;19;433,59;1505
Villanueva de Perales                       ;03/05/2020 7:00;;0;;319,9;1782
Tielmes                                     ;03/05/2020 7:00;;113,21;33;1245,28;1467
San Sebastián de los Reyes                  ;03/05/2020 7:00;38;42,56;527;590,3;1343
Guadalix de la Sierra                       ;03/05/2020 7:00;;32,19;36;579,34;679
Humanes de Madrid                           ;03/05/2020 7:00;8;40,52;105;531,83;730
Chinchón                                    ;03/05/2020 7:00;;37,52;25;468,96;528
Cadalso de los Vidrios                      ;03/05/2020 7:00;;32,91;9;296,15;318
Hoyo de Manzanares                          ;03/05/2020 7:00;8;94,85;33;391,27;724
Torrejón de la Calzada                      ;03/05/2020 7:00;;11,27;37;417,04;1492
Estremera                                   ;03/05/2020 7:00;;79,37;9;714,29;552
Corpa                                       ;03/05/2020 7:00;;0;6;841,51;480
Meco                                        ;03/05/2020 7:00;;6,99;126;880,81;838
Madarcos                                    ;03/05/2020 7:00;;0;;0;783
Zarzalejo                                   ;03/05/2020 7:00;;120,63;22;1326,9;1837
Arganda del Rey                             ;03/05/2020 7:00;18;32,5;329;593,98;148
Collado Mediano                             ;03/05/2020 7:00;;43,12;33;474,27;468
Daganzo de Arriba                           ;03/05/2020 7:00;;0;39;382,17;534
Manzanares El Real                          ;03/05/2020 7:00;;33,94;37;418,55;822
Buitrago del Lozoya                         ;03/05/2020 7:00;;53,08;15;796,18;278
Valdelaguna                                 ;03/05/2020 7:00;;0;;106,72;1570
Valdepiélagos                               ;03/05/2020 7:00;;0;;0;1631
Casarrubuelos                               ;03/05/2020 7:00;;0;10;264,69;360
Miraflores de la Sierra                     ;03/05/2020 7:00;;65,49;34;556,65;856
Paracuellos de Jarama                       ;03/05/2020 7:00;;11,87;69;273,06;1049
El Vellón                                   ;03/05/2020 7:00;;51,07;13;663,94;1684
Lozoya                                      ;03/05/2020 7:00;;0;;172,12;761
Collado Villalba                            ;03/05/2020 7:00;67;105,22;467;733,37;474
Colmenarejo                                 ;03/05/2020 7:00;7;76,67;40;438,12;442
Villavieja del Lozoya                       ;03/05/2020 7:00;;0;;0;1821
Prádena del Rincón                          ;03/05/2020 7:00;;0;;0;1179
La Cabrera                                  ;03/05/2020 7:00;;0;11;412,45;301
Sevilla la Nueva                            ;03/05/2020 7:00;43;461,47;122;1309,29;1415
La Acebeda                                  ;03/05/2020 7:00;;0;;0;14
Redueña                                     ;03/05/2020 7:00;;0;;769,23;1219
Colmenar de Oreja                           ;03/05/2020 7:00;;37,35;25;311,25;437
Rozas de Puerto Real                        ;03/05/2020 7:00;;0;;377,36;1283
Valdemanco                                  ;03/05/2020 7:00;;0;;109,41;1586
Brunete                                     ;03/05/2020 7:00;10;93,14;71;661,33;262
Titulcia                                    ;03/05/2020 7:00;;0;8;609,29;1473
Villa del Prado                             ;03/05/2020 7:00;8;122,7;114;1748,47;1718
Lozoyuela-Navas-Sieteiglesias               ;03/05/2020 7:00;;0;;230,95;9015
Madarcos                                    ;01/05/2020 7:00;;0;;0;783
Quijorna                                    ;03/05/2020 7:00;;29,08;22;639,72;1198
Valdemoro                                   ;03/05/2020 7:00;33;43,43;735;967,32;1610
Tres Cantos                                 ;03/05/2020 7:00;28;58,67;337;706,17;9036
Torrelaguna                                 ;03/05/2020 7:00;;63,03;18;378,15;1512
Rivas-Vaciamadrid                           ;03/05/2020 7:00;23;26,09;542;614,86;1230
El Atazar                                   ;03/05/2020 7:00;;0;;0;164
Pedrezuela                                  ;03/05/2020 7:00;;50,92;25;424,3;1087
Santa María de la Alameda                   ;03/05/2020 7:00;;398,72;6;478,47;1356
Horcajuelo de la Sierra                     ;03/05/2020 7:00;;0;;0;719
Arroyomolinos                               ;03/05/2020 7:00;8;25,48;158;503,25;151
Moralzarzal                                 ;03/05/2020 7:00;;23,03;68;522,03;908
Canencia                                    ;03/05/2020 7:00;;223,71;;447,43;344
Montejo de la Sierra                        ;02/05/2020 7:00;;0;;283,29;881
Villarejo de Salvanés                       ;03/05/2020 7:00;;13,63;34;463,53;1809
Serranillos del Valle                       ;03/05/2020 7:00;;120,05;22;528,21;1408
Villaviciosa de Odón                        ;03/05/2020 7:00;14;50,3;187;671,82;1816
Camarma de Esteruelas                       ;03/05/2020 7:00;;27,26;42;572,52;323
Robledo de Chavela                          ;03/05/2020 7:00;;23,42;22;515,22;1258
Patones                                     ;03/05/2020 7:00;;184,84;6;1109,06;1071
Navalagamella                               ;03/05/2020 7:00;;0;6;229,89;954
Rascafría                                   ;03/05/2020 7:00;;0;;300,48;1202
El Boalo                                    ;03/05/2020 7:00;8;106,55;39;519,45;231
Majadahonda                                 ;03/05/2020 7:00;51;71;485;675,24;800
Batres                                      ;03/05/2020 7:00;;0;6;356,29;170
Alcobendas                                  ;03/05/2020 7:00;53;45,28;653;557,93;66
Alcalá de Henares                           ;03/05/2020 7:00;61;31,18;2282;1166,37;53
Colmenar Viejo                              ;03/05/2020 7:00;34;66,99;361;711,3;455
San Fernando de Henares                     ;03/05/2020 7:00;13;32,97;408;1034,69;1300
Villalbilla                                 ;03/05/2020 7:00;;0;86;619,69;1723
El Escorial                                 ;03/05/2020 7:00;21;129,93;98;606,36;549
Colmenar del Arroyo                         ;03/05/2020 7:00;;173,91;8;463,77;421
Torrejón de Ardoz                           ;03/05/2020 7:00;43;32,73;941;716,26;1489
Piñuécar-Gandullas                          ;03/05/2020 7:00;;0;;0;1147
Brea de Tajo                                ;03/05/2020 7:00;;0;;954,2;259
El Molar                                    ;03/05/2020 7:00;;44,75;37;413,96;869
Belmonte de Tajo                            ;03/05/2020 7:00;;60,1;;300,48;199
Torres de la Alameda                        ;03/05/2020 7:00;;38,57;75;964,13;1548
Somosierra                                  ;03/05/2020 7:00;;0;;1162,79;1436
Alpedrete                                   ;03/05/2020 7:00;38;260,72;140;960,55;105
Orusco de Tajuña                            ;03/05/2020 7:00;;0;17;1366,56;1028
La Hiruela                                  ;03/05/2020 7:00;;0;;1754,39;698
Cervera de Buitrago                         ;03/05/2020 7:00;;0;;2000;395
Getafe                                      ;03/05/2020 7:00;90;49,08;1212;660,94;650
Ribatejada                                  ;03/05/2020 7:00;;127,71;;255,43;1224
Villaconejos                                ;03/05/2020 7:00;;0;8;236,13;1701
Valdetorres de Jarama                       ;03/05/2020 7:00;;0;16;355,79;1646
Madrid-Retiro                               ;02/05/2020 7:00;108;90,52;1361;1140,66;79603
Madrid-Salamanca                            ;02/05/2020 7:00;112;76,66;1548;1059,52;79604
Madrid-Centro                               ;02/05/2020 7:00;117;86,76;1109;822,41;79601
Madrid-Arganzuela                           ;02/05/2020 7:00;130;84,52;1501;975,92;79602
Madrid-Chamartín                            ;02/05/2020 7:00;128;87,76;1527;1046,97;79605
Madrid-Tetuán                               ;02/05/2020 7:00;144;91,13;2044;1293,48;79606
Madrid-Chamberí                             ;02/05/2020 7:00;154;110,49;1453;1042,48;79607
Madrid-Fuencarral-El Pardo                  ;02/05/2020 7:00;160;65,06;2796;1136,87;79608
Madrid-Moncloa-Aravaca                      ;02/05/2020 7:00;127;106,35;1259;1054,27;79609
Madrid-Latina                               ;02/05/2020 7:00;232;97,39;2605;1093,54;79610
Madrid-Carabanchel                          ;02/05/2020 7:00;225;88,9;2509;991,31;79611
Madrid-Usera                                ;02/05/2020 7:00;107;76,57;1333;953,91;79612
Madrid-Puente de Vallecas                   ;02/05/2020 7:00;194;82,6;2899;1234,37;79613
Madrid-San Blas - Canillejas                ;02/05/2020 7:00;89;56,28;1378;871,37;79620
Madrid-Barajas                              ;02/05/2020 7:00;21;42,91;411;839,72;79621
Madrid-Moratalaz                            ;02/05/2020 7:00;86;90,94;1264;1336,58;79614
Madrid-Ciudad Lineal                        ;02/05/2020 7:00;183;84,61;2106;973,72;79615
Madrid-Hortaleza                            ;02/05/2020 7:00;112;59,52;1665;884,76;79616
Madrid-Villaverde                           ;02/05/2020 7:00;119;79,89;1356;910,4;79617
Madrid-Villa de Vallecas                    ;02/05/2020 7:00;48;43,49;1159;1050,15;79618
Madrid-Vicálvaro                            ;02/05/2020 7:00;43;59,65;751;1041,74;79619
Pozuelo de Alarcón                          ;02/05/2020 7:00;125;144,64;734;849,32;1150
Alcorcón                                    ;02/05/2020 7:00;138;80,93;1711;1003,44;72
Navalcarnero                                ;02/05/2020 7:00;12;40,96;156;532,46;967
San Agustín del Guadalix                    ;02/05/2020 7:00;;22,42;57;426,04;1296
Las Rozas de Madrid                         ;02/05/2020 7:00;91;94,98;722;753,54;1277
Moraleja de Enmedio                         ;02/05/2020 7:00;;58,41;25;486,76;894
Valdaracete                                 ;02/05/2020 7:00;;0;;821,02;1551
Pozuelo del Rey                             ;02/05/2020 7:00;;0;;174,37;1163
Puebla de la Sierra                         ;02/05/2020 7:00;;0;;0;1185
Perales de Tajuña                           ;02/05/2020 7:00;;34,07;8;272,57;1104
Valdemorillo                                ;02/05/2020 7:00;6;47,93;46;367,47;1603
Navalafuente                                ;02/05/2020 7:00;;69,01;6;414,08;941
Velilla de San Antonio                      ;02/05/2020 7:00;;40,86;67;547,56;1678
Villanueva de la Cañada                     ;02/05/2020 7:00;17;79,27;129;601,54;1760
Villanueva del Pardillo                     ;02/05/2020 7:00;7;40,75;83;483,12;1776
Nuevo Baztán                                ;02/05/2020 7:00;;31,87;28;446,14;1006
Villamantilla                               ;02/05/2020 7:00;;0;7;485,77;1757
Villamanta                                  ;02/05/2020 7:00;;39,14;12;469,67;1744
Cabanillas de la Sierra                     ;02/05/2020 7:00;;0;10;1322,75;297
Cenicientos                                 ;02/05/2020 7:00;6;295,13;25;1229,71;376
Puentes Viejas                              ;02/05/2020 7:00;;0;;294,55;9020
Aranjuez                                    ;02/05/2020 7:00;27;45,3;435;729,78;133
Cercedilla                                  ;02/05/2020 7:00;9;128,1;99;1409,05;382
Santorcaz                                   ;02/05/2020 7:00;;0;7;790,07;1369
Coslada                                     ;02/05/2020 7:00;45;55,11;778;952,72;493
Morata de Tajuña                            ;02/05/2020 7:00;6;78,09;95;1236,5;915
Robregordo                                  ;02/05/2020 7:00;;0;;0;1261
Navarredonda y San Mamés                    ;02/05/2020 7:00;;0;;1550,39;973
Venturada                                   ;02/05/2020 7:00;;0;;138,7;1697
Navacerrada                                 ;02/05/2020 7:00;;134,59;17;572,01;936
Fresno de Torote                            ;02/05/2020 7:00;;0;14;630,35;571
Pinilla del Valle                           ;02/05/2020 7:00;;0;;0;1126
Valdemaqueda                                ;02/05/2020 7:00;;128,04;;640,2;1599
Navas del Rey                               ;02/05/2020 7:00;15;514,05;61;2090,47;992
Olmeda de las Fuentes                       ;02/05/2020 7:00;;0;;862,07;1013
Bustarviejo                                 ;02/05/2020 7:00;;0;7;279,66;284
Becerril de la Sierra                       ;02/05/2020 7:00;;87,5;30;525,03;186
Fuenlabrada                                 ;02/05/2020 7:00;117;60,4;1476;762;587
Garganta de los Montes                      ;02/05/2020 7:00;;0;;288,18;626
Pinto                                       ;02/05/2020 7:00;29;55,21;244;464,53;1132
Berzosa del Lozoya                          ;02/05/2020 7:00;;0;;975,61;203
Los Santos de la Humosa                     ;02/05/2020 7:00;;38,61;20;772,2;1375
El Álamo                                    ;02/05/2020 7:00;10;105,6;70;739,18;40
Pelayos de la Presa                         ;02/05/2020 7:00;;38,52;16;616,33;1090
Galapagar                                   ;02/05/2020 7:00;49;145,22;239;708,32;611
Griñón                                      ;02/05/2020 7:00;;29,07;80;775,27;663
Gargantilla del Lozoya y Pinilla de Buitrago;02/05/2020 7:00;;0;;949,37;632
Aldea del Fresno                            ;02/05/2020 7:00;8;281,89;54;1902,75;88
Carabaña                                    ;02/05/2020 7:00;;49,75;13;646,77;357
Talamanca de Jarama                         ;02/05/2020 7:00;;77,78;27;700,03;1454
Chapinería                                  ;02/05/2020 7:00;;0;6;257,73;513
Ciempozuelos                                ;02/05/2020 7:00;17;69,13;197;801,07;409
Ajalvir                                     ;02/05/2020 7:00;;42,44;14;297,11;29
Parla                                       ;22/04/2020 7:00;84;64,55;655;503,37;1065
Fuentidueña de Tajo                         ;22/04/2020 7:00;;0;16;779,35;604
Ambite                                      ;22/04/2020 7:00;;168,92;7;1182,43;112
Torremocha de Jarama                        ;22/04/2020 7:00;;0;8;785,08;1533
Anchuelo                                    ;22/04/2020 7:00;;78,68;7;550,75;127
Los Molinos                                 ;22/04/2020 7:00;8;182,27;43;979,72;875
Valdeolmos-Alalpardo                        ;02/05/2020 7:00;;24,18;11;265,96;1625
Campo Real                                  ;02/05/2020 7:00;;16,1;24;386,47;339
Valdeavero                                  ;02/05/2020 7:00;;0;8;514,8;1564
Villamanrique de Tajo                       ;02/05/2020 7:00;;142,25;;568,99;1739
Cobeña                                      ;02/05/2020 7:00;;26,93;65;875,07;416
Fresnedillas de la Oliva                    ;02/05/2020 7:00;;63,61;9;572,52;565
Valdilecha                                  ;02/05/2020 7:00;;34,09;17;579,61;1659
El Berrueco                                 ;02/05/2020 7:00;;0;8;1052,63;210
Pezuela de las Torres                       ;02/05/2020 7:00;;0;;237,53;1111
Villar del Olmo                             ;02/05/2020 7:00;;0;;198,91;1795
Guadarrama                                  ;02/05/2020 7:00;41;255,74;187;1166,42;685
Ribatejada                                  ;30/04/2020 7:00;;127,71;;255,43;1224
Villaconejos                                ;30/04/2020 7:00;;0;8;236,13;1701
Valdetorres de Jarama                       ;30/04/2020 7:00;;66,71;16;355,79;1646
Madrid-Retiro                               ;29/04/2020 7:00;142;119,01;1334;1118,03;79603
Madrid-Salamanca                            ;29/04/2020 7:00;205;140,31;1515;1036,93;79604
Madrid-Chamberí                             ;19/04/2020 7:00;325;233,18;1236;886,79;79607
Madrid-Fuencarral-El Pardo                  ;19/04/2020 7:00;611;248,44;2473;1005,53;79608
Madrid-Moncloa-Aravaca                      ;19/04/2020 7:00;304;254,57;1042;872,56;79609
Madrid-Latina                               ;19/04/2020 7:00;561;235,5;2279;956,69;79610
Alpedrete                                   ;25/04/2020 7:00;24;164,67;103;706,69;105
Orusco de Tajuña                            ;25/04/2020 7:00;;80,39;17;1366,56;1028
La Hiruela                                  ;25/04/2020 7:00;;0;;1754,39;698
Cervera de Buitrago                         ;25/04/2020 7:00;;666,67;;2000;395
Getafe                                      ;25/04/2020 7:00;195;106,34;1125;613,5;650
Ribatejada                                  ;25/04/2020 7:00;;0;;127,71;1224
Villaconejos                                ;25/04/2020 7:00;;0;8;236,13;1701
Valdetorres de Jarama                       ;25/04/2020 7:00;;88,95;16;355,79;1646
Madrid-Retiro                               ;24/04/2020 7:00;149;124,88;1274;1067,74;79603
Madrid-Salamanca                            ;24/04/2020 7:00;225;154;1451;993,13;79604
Madrid-Centro                               ;24/04/2020 7:00;235;174,27;1048;777,17;79601
Madrid-Arganzuela                           ;24/04/2020 7:00;240;156,04;1430;929,76;79602
Madrid-Chamartín                            ;24/04/2020 7:00;225;154,27;1426;977,72;79605
Madrid-Tetuán                               ;24/04/2020 7:00;322;203,77;1941;1228,3;79606
Madrid-Chamberí                             ;24/04/2020 7:00;273;195,87;1369;982,21;79607
Madrid-Fuencarral-El Pardo                  ;24/04/2020 7:00;384;156,14;2656;1079,94;79608
Madrid-Moncloa-Aravaca                      ;24/04/2020 7:00;261;218,56;1153;965,51;79609
El Vellón                                   ;02/05/2020 7:00;;51,07;13;663,94;1684
Lozoya                                      ;02/05/2020 7:00;;0;;172,12;761
Collado Villalba                            ;02/05/2020 7:00;82;128,77;463;727,08;474
Colmenarejo                                 ;02/05/2020 7:00;7;76,67;42;460,02;442
