municipio_distrito;fecha_informe;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
Arganda del Rey                             ;02/04/2020 7:00;131;236,51;162;292,48;148
Collado Mediano                             ;02/04/2020 7:00;;14,37;;57,49;468
Daganzo de Arriba                           ;02/04/2020 7:00;14;137,19;30;293,97;534
Manzanares El Real                          ;02/04/2020 7:00;13;147,06;17;192,31;822
Buitrago del Lozoya                         ;02/04/2020 7:00;6;318,47;10;530,79;278
Valdelaguna                                 ;02/04/2020 7:00;;0;;0;1570
Valdepiélagos                               ;02/04/2020 7:00;;0;;0;1631
Casarrubuelos                               ;02/04/2020 7:00;;105,88;6;158,81;360
Miraflores de la Sierra                     ;02/04/2020 7:00;14;229,21;22;360,18;856
Paracuellos de Jarama                       ;02/04/2020 7:00;21;83,11;37;146,42;1049
El Vellón                                   ;02/04/2020 7:00;7;357,51;8;408,58;1684
Lozoya                                      ;02/04/2020 7:00;;0;;172,12;761
Collado Villalba                            ;02/04/2020 7:00;101;158,61;149;233,99;474
Colmenarejo                                 ;02/04/2020 7:00;;43,81;13;142,39;442
Villavieja del Lozoya                       ;02/04/2020 7:00;;0;;0;1821
Prádena del Rincón                          ;02/04/2020 7:00;;0;;0;1179
La Cabrera                                  ;02/04/2020 7:00;6;224,97;6;224,97;301
Sevilla la Nueva                            ;02/04/2020 7:00;9;96,59;14;150,25;1415
La Acebeda                                  ;02/04/2020 7:00;;0;;0;14
Redueña                                     ;02/04/2020 7:00;;0;;384,62;1219
Robledillo de la Jara                       ;02/04/2020 7:00;;0;;0;1245
La Serna del Monte                          ;02/04/2020 7:00;;0;;0;1381
Colmenar de Oreja                           ;02/04/2020 7:00;7;87,15;10;124,5;437
Rozas de Puerto Real                        ;02/04/2020 7:00;;0;;0;1283
Brunete                                     ;02/04/2020 7:00;28;260,8;43;400,52;262
Pedrezuela                                  ;02/04/2020 7:00;7;118,81;7;118,81;1087
Santa María de la Alameda                   ;02/04/2020 7:00;;0;;0;1356
Horcajuelo de la Sierra                     ;02/04/2020 7:00;;0;;0;719
Arroyomolinos                               ;02/04/2020 7:00;72;229,33;81;257,99;151
Moralzarzal                                 ;02/04/2020 7:00;23;176,57;27;207,28;908
Canencia                                    ;02/04/2020 7:00;;0;;0;344
Villarejo de Salvanés                       ;02/04/2020 7:00;23;313,57;25;340,83;1809
Serranillos del Valle                       ;02/04/2020 7:00;12;288,12;15;360,14;1408
Villaviciosa de Odón                        ;02/04/2020 7:00;83;298,19;112;402,37;1816
Camarma de Esteruelas                       ;02/04/2020 7:00;15;204,47;27;368,05;323
Robledo de Chavela                          ;02/04/2020 7:00;;93,68;6;140,52;1258
Patones                                     ;02/04/2020 7:00;;0;;184,84;1071
Navalagamella                               ;02/04/2020 7:00;;76,63;;191,57;954
Rascafría                                   ;02/04/2020 7:00;;120,19;;120,19;1202
El Boalo                                    ;02/04/2020 7:00;8;106,55;12;159,83;231
Majadahonda                                 ;02/04/2020 7:00;186;258,96;269;374,52;800
San Fernando de Henares                     ;02/04/2020 7:00;158;400,69;204;517,35;1300
Villalbilla                                 ;02/04/2020 7:00;39;281,02;61;439,54;1723
El Escorial                                 ;02/04/2020 7:00;23;142,31;33;204,18;549
Colmenar del Arroyo                         ;02/04/2020 7:00;;173,91;;231,88;421
Torrejón de Ardoz                           ;02/04/2020 7:00;350;266,41;612;465,84;1489
Piñuécar-Gandullas                          ;02/04/2020 7:00;;0;;0;1147
Brea de Tajo                                ;02/04/2020 7:00;;381,68;;381,68;259
El Molar                                    ;02/04/2020 7:00;10;111,88;12;134,26;869
Belmonte de Tajo                            ;02/04/2020 7:00;;120,19;;120,19;199
Torres de la Alameda                        ;02/04/2020 7:00;24;308,52;39;501,35;1548
Somosierra                                  ;02/04/2020 7:00;;0;;0;1436
Alpedrete                                   ;02/04/2020 7:00;34;233,28;51;349,91;105
Orusco de Tajuña                            ;02/04/2020 7:00;10;803,86;10;803,86;1028
La Hiruela                                  ;02/04/2020 7:00;;0;;0;698
Cervera de Buitrago                         ;02/04/2020 7:00;;666,67;;666,67;395
Getafe                                      ;02/04/2020 7:00;411;224,13;596;325,02;650
Ribatejada                                  ;02/04/2020 7:00;;127,71;;127,71;1224
Villaconejos                                ;02/04/2020 7:00;;88,55;8;236,13;1701
Valdetorres de Jarama                       ;02/04/2020 7:00;8;177,9;10;222,37;1646
Madrid-Retiro                               ;01/04/2020 7:00;548;459,28;734;615,17;79603
Madrid-Salamanca                            ;01/04/2020 7:00;652;446,26;822;562,61;79604
Madrid-Centro                               ;01/04/2020 7:00;338;250,65;481;356,7;79601
Madrid-Arganzuela                           ;01/04/2020 7:00;589;382,96;753;489,59;79602
Madrid-Chamartín                            ;01/04/2020 7:00;579;396,99;765;524,52;79605
Madrid-Tetuán                               ;01/04/2020 7:00;576;364,5;943;596,75;79606
Madrid-Chamberí                             ;01/04/2020 7:00;502;360,17;651;467,07;79607
Madrid-Fuencarral-El Pardo                  ;01/04/2020 7:00;860;349,68;1297;527,37;79608
Madrid-Moncloa-Aravaca                      ;01/04/2020 7:00;390;326,58;546;457,21;79609
Madrid-Latina                               ;01/04/2020 7:00;954;400,47;1171;491,57;79610
Madrid-Carabanchel                          ;01/04/2020 7:00;967;382,06;1229;485,58;79611
Madrid-Usera                                ;01/04/2020 7:00;591;422,93;721;515,95;79612
Madrid-Puente de Vallecas                   ;01/04/2020 7:00;1232;524,57;1546;658,27;79613
Madrid-San Blas - Canillejas                ;01/04/2020 7:00;569;359,8;710;448,96;79620
Madrid-Barajas                              ;01/04/2020 7:00;163;333,03;216;441,31;79621
Madrid-Moratalaz                            ;01/04/2020 7:00;542;573,12;666;704,24;79614
Madrid-Ciudad Lineal                        ;01/04/2020 7:00;858;396,7;1056;488,25;79615
Madrid-Hortaleza                            ;01/04/2020 7:00;741;393,76;882;468,68;79616
Madrid-Villaverde                           ;01/04/2020 7:00;565;379,33;750;503,54;79617
Madrid-Villa de Vallecas                    ;01/04/2020 7:00;567;513,75;733;664,16;79618
Madrid-Vicálvaro                            ;01/04/2020 7:00;315;436,95;408;565,95;79619
Pozuelo de Alarcón                          ;01/04/2020 7:00;242;280,02;349;403,83;1150
Alcorcón                                    ;01/04/2020 7:00;520;304,96;697;408,76;72
Navalcarnero                                ;01/04/2020 7:00;58;197,97;85;290,12;967
San Agustín del Guadalix                    ;01/04/2020 7:00;11;82,22;16;119,59;1296
Las Rozas de Madrid                         ;01/04/2020 7:00;218;227,52;287;299,54;1277
Moraleja de Enmedio                         ;01/04/2020 7:00;8;155,76;14;272,59;894
Valdaracete                                 ;01/04/2020 7:00;;164,2;;164,2;1551
Pozuelo del Rey                             ;01/04/2020 7:00;;87,18;;87,18;1163
Puebla de la Sierra                         ;01/04/2020 7:00;;0;;0;1185
Perales de Tajuña                           ;01/04/2020 7:00;;170,36;;170,36;1104
Valdemorillo                                ;01/04/2020 7:00;9;71,9;13;103,85;1603
Navalafuente                                ;01/04/2020 7:00;;69,01;;69,01;941
Velilla de San Antonio                      ;01/04/2020 7:00;26;212,49;34;277,87;1678
Villanueva de la Cañada                     ;01/04/2020 7:00;35;163,21;50;233,15;1760
Villanueva del Pardillo                     ;01/04/2020 7:00;33;192,08;44;256,11;1776
Nuevo Baztán                                ;01/04/2020 7:00;13;207,14;18;286,81;1006
Villamantilla                               ;01/04/2020 7:00;;69,4;7;485,77;1757
Villamanta                                  ;01/04/2020 7:00;;0;;39,14;1744
Cabanillas de la Sierra                     ;01/04/2020 7:00;;661,38;6;793,65;297
Cenicientos                                 ;01/04/2020 7:00;7;344,32;11;541,07;376
Puentes Viejas                              ;01/04/2020 7:00;;0;;147,28;9020
Aranjuez                                    ;01/04/2020 7:00;190;318,75;224;375,79;133
Cercedilla                                  ;01/04/2020 7:00;31;441,22;36;512,38;382
Santorcaz                                   ;01/04/2020 7:00;;338,6;6;677,2;1369
Ajalvir                                     ;01/04/2020 7:00;;84,89;;84,89;29
Coslada                                     ;01/04/2020 7:00;325;397,99;418;511,87;493
Morata de Tajuña                            ;01/04/2020 7:00;32;416,5;66;859,04;915
Robregordo                                  ;01/04/2020 7:00;;0;;0;1261
Navarredonda y San Mamés                    ;01/04/2020 7:00;;0;;775,19;973
Venturada                                   ;01/04/2020 7:00;;0;;0;1697
Navacerrada                                 ;01/04/2020 7:00;6;201,88;6;201,88;936
Montejo de la Sierra                        ;01/04/2020 7:00;;0;;0;881
Fresno de Torote                            ;01/04/2020 7:00;8;360,2;9;405,22;571
Pinilla del Valle                           ;01/04/2020 7:00;;0;;0;1126
Valdemaqueda                                ;01/04/2020 7:00;;0;;128,04;1599
Navas del Rey                               ;01/04/2020 7:00;22;753,94;37;1267,99;992
Olmeda de las Fuentes                       ;01/04/2020 7:00;;862,07;;862,07;1013
Bustarviejo                                 ;01/04/2020 7:00;;79,9;;79,9;284
Becerril de la Sierra                       ;01/04/2020 7:00;;35;9;157,51;186
Fuenlabrada                                 ;01/04/2020 7:00;689;355,7;875;451,73;587
Garganta de los Montes                      ;01/04/2020 7:00;;0;;288,18;626
Pinto                                       ;01/04/2020 7:00;88;167,54;125;237,98;1132
Alameda del Valle                           ;01/04/2020 7:00;;0;;0;35
Berzosa del Lozoya                          ;01/04/2020 7:00;;0;;0;203
Los Santos de la Humosa                     ;01/04/2020 7:00;;115,83;13;501,93;1375
El Álamo                                    ;01/04/2020 7:00;13;137,28;21;221,75;40
Pelayos de la Presa                         ;01/04/2020 7:00;10;385,21;11;423,73;1090
Galapagar                                   ;01/04/2020 7:00;48;142,26;79;234,13;611
Griñón                                      ;01/04/2020 7:00;31;300,42;36;348,87;663
Gargantilla del Lozoya y Pinilla de Buitrago;01/04/2020 7:00;;949,37;;949,37;632
Aldea del Fresno                            ;01/04/2020 7:00;22;775,19;25;880,9;88
Carabaña                                    ;01/04/2020 7:00;6;298,51;9;447,76;357
Talamanca de Jarama                         ;01/04/2020 7:00;;77,78;7;181,49;1454
Chapinería                                  ;01/04/2020 7:00;;85,91;;171,82;513
Ciempozuelos                                ;01/04/2020 7:00;66;268,38;109;443,23;409
San Lorenzo de El Escorial                  ;01/04/2020 7:00;30;163,32;40;217,76;1317
Gascones                                    ;01/04/2020 7:00;;0;;0;647
San Martín de la Vega                       ;01/04/2020 7:00;30;156,49;42;219,09;1322
Móstoles                                    ;01/04/2020 7:00;755;360,93;902;431,2;920
Leganés                                     ;01/04/2020 7:00;1165;613,61;1498;789;745
Braojos                                     ;01/04/2020 7:00;;0;;487,8;246
Cubas de la Sagra                           ;01/04/2020 7:00;11;171,53;11;171,53;506
Algete                                      ;01/04/2020 7:00;30;145,55;37;179,52;91
Mejorada del Campo                          ;01/04/2020 7:00;73;313,65;91;390,99;843
Loeches                                     ;01/04/2020 7:00;23;261,63;28;318,51;758
Parla                                       ;01/04/2020 7:00;301;231,32;379;291,26;1065
Fuentidueña de Tajo                         ;01/04/2020 7:00;10;487,09;13;633,22;604
Ambite                                      ;01/04/2020 7:00;;506,76;;506,76;112
Torremocha de Jarama                        ;01/04/2020 7:00;7;686,95;8;785,08;1533
Anchuelo                                    ;01/04/2020 7:00;;314,71;;393,39;127
Los Molinos                                 ;01/04/2020 7:00;17;387,33;23;524,04;875
Soto del Real                               ;01/04/2020 7:00;27;306,85;29;329,58;1441
Valverde de Alcalá                          ;01/04/2020 7:00;;645,16;;860,22;1662
Fuente el Saz de Jarama                     ;01/04/2020 7:00;;59,74;7;104,54;590
Horcajo de la Sierra-Aoslos                 ;01/04/2020 7:00;;689,66;;1379,31;702
Valdeolmos-Alalpardo                        ;01/04/2020 7:00;;72,53;;72,53;1625
Campo Real                                  ;01/04/2020 7:00;6;96,62;7;112,72;339
Valdeavero                                  ;01/04/2020 7:00;;257,4;;321,75;1564
Villamanrique de Tajo                       ;01/04/2020 7:00;;284,5;;284,5;1739
Cobeña                                      ;01/04/2020 7:00;14;188,48;20;269,25;416
